Smiles,Tg(C)
*C(C*)c1ccc(cc1)B(Oc1c2ncccc2c(cc1)B1OC(C(O1)(C)C)(C)C)c1ccc(cc1)C(C)(C)C,275
*C(C*)c1ccc(cc1)B(Oc1c2ncccc2c(cc1)c1c(c(c(c(c1F)F)F)F)F)c1ccc(cc1)C(C)(C)C,245
*C(C*)c1ccc(cc1)B(c1ccc(cc1)C(C)(C)C)Oc1c2ncccc2ccc1,240
*C(C*)c1ccc(cc1)B(c1ccc(cc1)C(C)(C)C)Oc1c2ncccc2c(cc1)Cl,238
*C(C*)c1ccc(cc1)B(Oc1c2ncccc2c(cc1)c1ccc(cc1)OC)c1ccc(cc1)C(C)(C)C,220
*C(C*)c1ccc(cc1)B(Oc1c2ncccc2c(cc1)c1ccc(cc1)N(C)C)c1ccc(cc1)C(C)(C)C,230
*C(C*)c1ccc(cc1)N(c1ccccc1)c1ccccc1,123.5
*C(CC*)(c1ccccc1)C,93
*C(C*)c1ccc(cc1)OC(C)(C)C,103
*C(C*)c1ccc(cc1)c1cc2C(c3c(c2cc1)cccc3)(CCCCCC)CCCCCC,76.55
*C(C*)c1ccc(cc1)c1cc2C(c3c(c2cc1)ccc(c3)c1cc2C(c3c(c2cc1)cccc3)(CCCCCC)CCCCCC)(CCCCCC)CCCCCC,78.33
*C(C*)c1cc[n+](cc1)CCCCCCCC,94.5
*C(C*)c1c(ccc(c1)c1ccc(cc1)C(=O)OC(CC)C)c1ccc(cc1)C(=O)OC(CC)C,212.5
*C(C*)c1c(ccc(c1)c1ccc(cc1)C(=O)OC(CCCCCC)C)c1ccc(cc1)C(=O)OC(CCCCCC)C,102
*C(C*)c1c(ccc(c1)c1ccc(cc1)C(=O)OC1C(CCC(C1)C)C(C)C)c1ccc(cc1)C(=O)OC1C(CCC(C1)C)C(C)C,217.5
*C(C*)c1ccc(cc1)COCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,23
*C(C*)c1ccc(cc1)CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,23
*C(C*)c1cc(ccc1)N(c1ccc(cc1)C)c1ccc(cc1)C,126.5
*C(C*)c1ccc(cc1)c1c2c(nsn2)ccc1,150
*C(C*)c1ccc(cc1)COc1ccc(cc1)c1c2c(nsn2)c(cc1)c1ccc(cc1)C,117
*C(C*)c1ccc(cc1)COc1ccc(cc1)c1c2c(nsn2)c(cc1)c1sc(cc1)C,128.33
*C(C*)c1ccc(cc1)COc1ccc(cc1)c1c2c(nsn2)c(cc1)c1sc(cc1)c1sc(cc1)CCCCCC,122
*C(C*)c1c(ccc(c1)C(=O)OC)c1ccc(cc1)OCCCCCCCC,126
*C(C*)c1c(ccc(c1)C(=O)OCC)c1ccc(cc1)OCCCCCCCC,95
*C(C*)c1c(ccc(c1)C(=O)OCCCC)c1ccc(cc1)OCCCCCCCC,76
*C(C*)c1c(ccc(c1)C(=O)OCCCCCC)c1ccc(cc1)OCCCCCCCC,64
*C(C*)c1c(ccc(c1)C(=O)OCCCCCCCC)c1ccc(cc1)OCCCCCCCC,57
*C(C*)c1c(ccc(c1)C(=O)OCCCCCCCCCC)c1ccc(cc1)OCCCCCCCC,44
*C(C*)c1c(ccc(c1)C(=O)OCCCCCCCCCCCC)c1ccc(cc1)OCCCCCCCC,42
*C(C*)c1c(c(c(c(c1F)F)P(=O)(O)O)F)F,330
*C(C*)c1c(c(c(c(c1F)F)C(F)(F)F)F)F,112
*C(C*)c1c(cccc1)C(F)(F)F,165
*C(C*)c1c(ccc(c1)C(F)(F)F)C(F)(F)F,160
*C(C*)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,116
*C(C*)c1c(ccc(c1)C(=O)Oc1ccc(cc1)OCC)C(=O)Oc1ccc(cc1)OCC,112
*C(C*)c1c(ccc(c1)C(=O)Oc1ccc(cc1)OCCCCCC)C(=O)Oc1ccc(cc1)OCCCCCC,100
*C(C*)c1c(ccc(c1)C(=O)Oc1ccc(cc1)OCCCCCCCC)C(=O)Oc1ccc(cc1)OCCCCCCCC,105
*C(C*)c1c(ccc(c1)C(=O)Oc1ccc(cc1)OCCCCCCCCCC)C(=O)Oc1ccc(cc1)OCCCCCCCCCC,109
*C(C*)c1c(ccc(c1)C(=O)Oc1ccc(cc1)OCCCCCCCCCCCC)C(=O)Oc1ccc(cc1)OCCCCCCCCCCCC,108
*C(C*)c1c(ccc(c1)C(=O)Oc1ccc(cc1)OCCCCCCCCCCCCCC)C(=O)Oc1ccc(cc1)OCCCCCCCCCCCCCC,104
*C(C*)c1c(ccc(c1)C(=O)Oc1ccc(cc1)OCCCCCCCCCCCCCCCC)C(=O)Oc1ccc(cc1)OCCCCCCCCCCCCCCCC,101
*C(C*)c1c(ccc(c1)C(=O)Oc1ccc(cc1)OCCCCCCCCCCCCCCCCCC)C(=O)Oc1ccc(cc1)OCCCCCCCCCCCCCCCCCC,91.5
*C(C*)c1ccc(cc1)S(=O)(=O)N(S(=O)(=O)C(F)(F)F)[Li],152
*C(C*)c1ccccc1,96.17
*C(C*)c1ncccc1,105
*C(C*)OC(=O)C(Cl)(Cl)Cl,59
*C(C*)P(=O)(N(C)C)N(C)C,25
*C(C*)OC(=O)c1c2c(n(n1)C(=O)C)cccc2,150
*C(C*)[Si](C)(C)C,147
*C(C*)OC(=O)OC([2H])([2H])[2H],55
*C(C*)OC(=O)OCC(Cl)(Cl)Cl,74
*C(C*)OC(=O)OCC(F)(F)F,57
*C(C*)OC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,37
*C(=C(*)c1ccccc1)CC,200
*C(=C(*)c1ccccc1)CCCCCC,200
*C(=C(*)Cl)c1ccccc1,215
*C(=C(*)Cl)CCCC,190
*C(=C(*)Cl)CCCCCC,150
*C(=C(*)Cl)CCCCCCCC,90
*C(=C(*)C)[Si](CCCCCC)(C)C,200
*C(=C(*)C)[Si](C[Si](C)(C)C)(C)C,200
*C(=C(*)C)[Si](CC[Si](C)(C)C)(C)C,200
*C(=C*)C(CCCCC)[Si](C)(C)C,170
*C(=C*)C(CCCCCCC)[Si](C)(C)C,150
*C(C*)n1c2c(c3c1cc1ccccc1c3)cccc2,253
*C(C*)n1c2c(c3ccccc3cc2)c2c1cccc2,285.5
*C(C*)(CC(=O)O)C(=O)O,141
*C(C*)N1C(=S)CCC1,80
*C=CCC(C*)c1ccccc1,14
*C(C*)[Si](Cc1ccccc1)(C)C,-24
*C(C*)OCCOCCOCCOC,-71.3
*C1C(CC(C1)C=C*)[Si](C)(C)C,109
*C1C(CC(C1)C=C*)[Si](C[Si](C)(C)C)(C)C,24
*C(=C*)c1ccc(cc1)n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)C#C,420
*C1C(CC(C1)C=C*)C(=O)OCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)[N+](=O)[O-],49.6
*C=CC(C*)COCC(=O)OCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)[N+](=O)[O-],19.6
*C=CCC(C*)(C(=O)OC12CC3CC(CC(C1)C3)C2)C(=O)OC12CC3CC(CC(C1)C3)C2,34
*C(C*)OCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C#N,37
*C(C*)OCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OCC,37
*C=CC(C(*)C(=O)OC12CC3CC(CC(C1)C3)C2)C,115
*C(C*)NC=O,145.67
*C(C*)c1cc2c(OCO2)cc1,138
*C(C*)c1c2c(OCO2)ccc1,119
*C=CC(C(*)C(=O)OCc1ccccc1)C(=O)OCc1ccccc1,21
*C=CC(C(*)C(=O)OCC)C(=O)OCC,6
*C=CC(C(*)COCc1ccccc1)COCc1ccccc1,-4
*C1C(C(C(C1)C=C*)(F)F)(C(F)(F)F)C(F)(F)F,172.5
*C(C*)S(=O)(=O)c1ccccc1,128
*C(=C*)c1c(cccc1)C(F)(F)F,130
*C(=C*)c1c(cccc1)[Si](C)(C)C,190
*C(=C*)c1c(cc(cc1C)C(C)(C)C)C,200
*C(=C*)c1c(cccc1)[Ge](C)(C)C,180
*C(=C*)c1c(cccc1)C[Si](C)(C)C,170
*C(=C*)c1c(c(c(c(c1F)F)CCCC)F)F,110
*C(=C(*)c1ccccc1)c1ccc(cc1)CCCC,200
*C(=C(*)c1ccccc1)c1ccc(cc1)C(C)(C)C,200
*C(=C(*)c1ccccc1)c1ccc(cc1)[Si](C)(C)C,200
*C(=C(*)c1ccccc1)c1cc(ccc1)[Si](C)(C)C,200
*C(=C(*)c1ccccc1)c1cc(ccc1)[Ge](C)(C)C,200
*C(=C(*)c1ccccc1)c1ccc(cc1)Oc1ccccc1,200
*C(=C*)C([Si](CCCCCC)(C)C)CCC,40
*C(=C*)C(CCC)[Si](c1ccccc1)(C)C,110
*C(=C(*)C)SCC,160
*C(=C(*)C)SCCCCCC,110
*C(=C(*)C)SCCCCCCCCCC,60
*C(C*)OCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,13
*C1C(CC(C1)C=C*)C(=O)OC,65
*C(C*)OC(=O)C=Cc1ccccc1,127
*C(=C*)CCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OC,20
*C(=C*)CCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC,36
*C(=C*)CCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCC,38.25
*C1C(C(C(C1)C=C*)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F,77
*C(C*)CO,36
*C1C(C(C(C1)C=C*)C(=O)OCCCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)C(=O)OCCCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,23.82
*C1C(C(C(C1)C=C*)C(=O)OCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)C(=O)OCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,41.93
*C(C*)(CC(=O)OC)C(=O)O,159
*C(C*)(CC(=O)OCC)C(=O)O,135
*C=CC(C(*)C(=O)OCCN(c1ccc(cc1)N(C)C)C)C,16
*C=CC(C(*)C(=O)OCCCN(c1ccc(cc1)N(C)C)C)C,16
*C=CC(C(*)C(=O)OCCCCCCN(c1ccc(cc1)N(C)C)C)C,2
*C(C*)OCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N,61
*C(C*)OCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-],54
*C(C*)OCCOc1ccc(cc1)C=C(C#N)C#N,38
*C(C*)OCCOc1ccc(cc1)C=C(C(=O)OC)C#N,47
*C(=C(*)c1ccccc1)c1ccc(cc1)[Si](C(C)C)(C(C)C)C(C)C,250
*C(C*)N,57
*C1=C(CC(C1)(C(=O)OCC)C(=O)OCC)C=C*,27.65
*C1C(CC(C1)C=C*)C#N,140
*C1C(CC(C1)C=C*)(CC)C#N,134
*C1C(CC(C1)C=C*)(CCC)C#N,108
*C1C(CC(C1)C=C*)(CCCC)C#N,87
*C1C(CC(C1)C=C*)([Si](C)(C)C)C#N,211
*C1C(CC(C1)C=C*)([Si](O[Si](C)(C)C)(C)C)C#N,88
*C1C(CC(C1)C=C*)([Si](O[Si](O[Si](C)(C)C)(C)C)(C)C)C#N,47
*C1C(CC(C1)C=C*)(C[Si](C)(C)C)C#N,128
*C1C(CC(C1)C=C*)(C[Si](O[Si](C)(C)C)(C)C)C#N,68
*C1C(CC(C1)C=C*)([Si]([Si](C)(C)C)(C)C)C#N,120
*C(C*)CN,190
*C(C*)n1cncn1,162.5
*C(C(C(C*)C#N)CCC(O)(C)C=C)(C)C,50
*c1cc2C(c3c(c2cc1)ccc(c3)c1cc2C(c3c(c2cc1)ccc(c3)*)(c1ccc(cc1)c1oc(nn1)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)c1oc(nn1)c1ccc(cc1)C(C)(C)C)(CCCCCCCC)CCCCCCCC,213
*C(=C(CC*)c1ccccc1)c1ccccc1,120.5
*C(=C(*)C)[Ge](C)(C)C,250
*C(C(C(C*)OC(=O)C)CCC(O)(C)C=C)(C)C,85
*c1cc2C(c3c(c2cc1)ccc(c3)c1cc2C(c3c(c2cc1)ccc(c3)*)(CC1=NC(CO1)Cc1ccccc1)CC1=NC(CO1)Cc1ccccc1)(CCCCCC)CCCCCC,114
*C1C(CC(C1)C=C*)C(=O)Oc1ccccc1,72.6
*C1C(C(C(C1)C=C*)C(=O)Oc1ccccc1)C(=O)Oc1ccccc1,96.5
*c1cc2C(c3c(c2cc1)ccc(c3)C=Cc1cc2C(c3c(c2cc1)ccc(c3)C=C*)(CCCCCCOc1ccc2c(c1)oc(=O)cc2)CCCCCCOc1ccc2c(c1)oc(=O)cc2)(CCCCCC)CCCCCC,115
*C1C(C(C(C1)C=C*)C(=O)OC)C(=O)OC,77.3
*C1C(C(C(C1)C=C*)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,83.4
*C=CCCCC(CCC*)Cl,-63
*C=CCCCCCCC(CCCCCC*)Cl,-57
*C=CCCCCCCCCCC(CCCCCCCCC*)Cl,-37
*C=CCCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCc1c2ccc3cccc4ccc(cc1)c2c34,-36
*C(CCCCCCCCCCCCCCCCCCCC*)COCCOCCOCCOCCOCc1c2ccc3cccc4ccc(cc1)c2c34,-21
*C=CCCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCC,-76
*C=CC(*)(c1ccccc1)C,51.5
*C1C2CC(C(C1*)C2)[Si](C)(C)C,298
*C(C*)N1C(=O)CCCCC1,154.8
*C(=C*)CCCOC(=O)c1c(ccc(c1)c1ccc(cc1)OC)c1ccc(cc1)OC,72.4
*C1C2CC(C(C1*)C2)CCCCCCCCC(=O)OCC,134
*C1C(CC(C1)C=C*)C(=O)OCCNC(C)(C)C,29
*C1C(CC(C1)C=C*)C(=O)OCCN(C)C,12.5
*C1C2C(C(C(C1*)C2)COCc1ccccc1)COCc1ccccc1,176
*C1C2C(C(C(C1*)C2)COCCCc1ccccc1)COCCCc1ccccc1,134
*C1C2CC(C(C1*)C2)CCCCc1ccccc1,148
*C(C*)c1[nH]nnn1,72
*C(C*)COCC1OC(=O)OC1,-30
*C(C*)OC(=O)C[N-][N+]#N,24.6
*C(C*)C(=O)NC,171
*C(C*)(C(=O)Oc1ccc(cc1)C(=O)O)C,110
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C=Nc1ccc(cc1)C#N)C,35
*C(C*)(C(=O)OCCCCCCCCCCCOc1ccc(cc1)C=Nc1ccc(cc1)C#N)C,23
*C(C*)(C(=O)OCCO[Si](C)(C)C)C,89
*C(C*)(C(=O)OC1CCCC1)C,75
*C(C*)C(=O)OCC(O)C,-7
*C(C*)(C(=O)OCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)C,60
*C(C*)(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC,-32.33
*C(C*)(CC(=O)OCCCCCCCCC)C(=O)OCCCCCCCCC,-13
*C(C*)(CC(=O)OC1CCCCCCC1)C(=O)OC1CCCCCCC1,124
*C(C(C(C*)OC)C(=O)OC)C(=O)OC,59.5
*C(C(C(C*)OCC)C(=O)OC)C(=O)OC,50
*C(C(C(C*)OCC(C)C)C(=O)OC)C(=O)OC,44.5
*C(C(C(C*)OCCCC)C(=O)OC)C(=O)OC,32.5
*C(C(C(C*)OC)(C(=O)OC)C)(C(=O)OC)C,134
*C(C(C(C*)OCC)(C(=O)OC)C)(C(=O)OC)C,131
*C(C(C(C*)OCC(C)C)(C(=O)OC)C)(C(=O)OC)C,125.5
*C(C(C(C*)OCCCC)(C(=O)OC)C)(C(=O)OC)C,97.5
*C(C*)C(=O)OC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,9
*C(C*)(C(=O)OCCn1c2ccccc2c2ccccc12)C,145.33
*C(C*)C(=O)n1c2ccccc2c2ccccc12,47.8
*C(C*)C(=O)NC(CC(=O)C)(C)C,86
*C(C*)(C(=O)OCC#N)C,91
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC)C,40.8
*C(C(*)C(=O)OC(C)(C)C)C(=O)OC,84
*C(C*)C(=O)OCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC,70
*C(C*)C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC,24.75
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OCCCC)C,55.17
*C(C*)(C(=O)OCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OCCCC)C,137
*C(C*)(CC(=O)Oc1ccc(cc1)OC)C(=O)Oc1ccc(cc1)OC,119.5
*C(C*)C(=O)OC(OCC)C(F)(F)F,5
*C(C*)(C(=O)OC(OCC)C(F)(F)F)C,60
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OCCCC)Cl,75.75
*C(C*)(C(=O)OCc1sccc1)C,66
*C(C*)(C(=O)OCc1[se]ccc1)C,54.43
*C(C*)(C(=O)OCC1COCCOCCOCCOCCOC1)C,25
*C(C*)(CC(=O)Oc1ccc(cc1)OCC)C(=O)Oc1ccc(cc1)OCC,110.5
*C(C*)(CC(=O)Oc1ccc(cc1)OCCC)C(=O)Oc1ccc(cc1)OCCC,94.5
*C(C*)(CC(=O)Oc1ccc(cc1)OCCCCC)C(=O)Oc1ccc(cc1)OCCCCC,73.5
*C(C*)(CC(=O)Oc1ccc(cc1)OCCCCCCC)C(=O)Oc1ccc(cc1)OCCCCCCC,111
*C(C*)C(=O)OCCCCOC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C#N,40
*C(C*)C(=O)OCCCCCOC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C#N,30
*C(C*)C(=O)OCCCCCCOC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C#N,30
*C(C*)C(=O)OCCCCCCCOC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C#N,20
*C(C*)C(=O)OCCCCCCCCOC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C#N,15
*C(C*)C(=O)OCCCCCCCCCOC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C#N,15
*C(C*)C(=O)OCCCCCCCCCCOC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C#N,15
*C(C*)C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C#N,15
*C(C*)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC)C,-58
*C(C*)(CC(=O)OCCOC)C(=O)OCCOC,29
*C(C*)(CC(=O)OCCOCCOC)C(=O)OCCOCCOC,-59.4
*C(C*)(CC(=O)OCCOCCOCCOC)C(=O)OCCOCCOCCOC,-58.67
*C(C*)(CC(=O)OCCOCCOCCOCCOCCOCCOCCOC)C(=O)OCCOCCOCCOCCOCCOCCOCCOC,-71
*C(C*)(C(=O)OCC(C(F)(F)F)(F)F)C,77
*C(C*)(C(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,31.25
*C(C*)C(=O)Nc1cc2C(=O)c3c(C(=O)c2cc1)cccc3,128
*C(C*)(C(=O)Oc1c(cccc1C)C)C,169
*C(C*)(C(=O)Oc1c(c(ccc1)C)C)C,120
*C(C*)C(=O)OCCCCC,-57
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1c2c(c(cc1)[N+](=O)[O-])cccc2)CC)C,116
*C(C*)C(=O)OC12CC3CC(CC(C1)C3)C2,153
*C(C*)(CC(=O)OC)C(=O)OC12CC3CC(CC(C1)C3)C2,197
*C(C*)(C(=O)OC12CC3(CC(CC(C1)C3)(C2)C)C)CC(=O)OC,144
*C(C*)(CC(=O)OC(C)C)C(=O)OC12CC3CC(CC(C1)C3)C2,180
*C(C*)(CC(=O)OC(C)C)C(=O)OC12CC3(CC(CC(C1)C3)(C2)C)C,158
*C(C*)(CC(=O)OC(C)C)C(=O)OC(C)C,89
*C(C*)(C(=O)OC1CC2C(CC1)CCCC2)C,145
*C(C*)(C(=O)OC1C2C3C(C(C1)C2)C1CCC3C1)C,199
*C(C*)(C(=O)OC1CCC1)C,119
*C(C(*)C(=O)OC12CC3CC(CC(C1)C3)C2)C,236.5
*C(C(*)C(=O)OC12CC3(CC(CC(C1)C3)(C2)C)C)C,194.5
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)C,58.6
*C(C*)(CC(=O)OCC(C)C)C(=O)OCC(C)C,105
*C(C*)(C(=O)OCCc1ccc(cc1)N=Nc1ccccc1)C,80
*C(C*)(C(=O)OCCOc1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C#N)C,115
*C(C*)(C(=O)OCC(Oc1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C#N)C)C,140
*C(C*)(C(=O)OCCCCl)C,50
*C(C*)(C(=O)OCCCCCCN(c1ccc(cc1)N=Nc1ccc(cc1)S(=O)(=O)C)C)C,100
*C(C*)C(=O)OCCOC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],60.8
*C(C*)C(=O)OCCn1c2ccccc2c2ccccc12,105.27
*C(C*)(C(=O)OCCCCCCc1ccc(cc1)C(=Cc1ccc(cc1)OC)C)C,31
*C(C*)(C(=O)OCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC)C,45
*C(C*)(C(=O)OCC=C)C,94
*C(C*)C(=O)Oc1ccc(cc1)C(=O)c1ccc(cc1)Cl,78
*C(C*)C(=O)OCCCOc1ccc(cc1)c1ccc(cc1)C#N,51.55
*C(C*)(C(=O)OCCCOc1ccc(cc1)c1ccc(cc1)C#N)C,97
*C(C*)(C(=O)OCCCCc1ccccc1)C,9
*C(C*)(C(=O)Oc1c(ccc(c1)C)C)C,111
*C(C*)(C(=O)OCCCCCCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,84
*C(C*)C(=O)OCCCCCCCCCCOc1cnc(nc1)c1ccc(cc1)OC(=O)C1OC(OC1)(C)C,29
*C(C*)(C(=O)OCCOCCOc1ccc(cc1)N=Nc1ccc(cc1)C#N)C,57
*C(C(*)(C(=O)OC([2H])([2H])[2H])C([2H])([2H])[2H])([2H])[2H],115
*C(C*)(C(=O)OCCCn1c2ccccc2c2ccccc12)C,113
*C(C*)(C(=O)OCCCCCn1c2ccccc2c2ccccc12)C,91
*C(C*)(C(=O)OCCCCCCn1c2ccccc2c2ccccc12)C,73
*C(C*)(C(=O)OCCCCCCCCCCCn1c2ccccc2c2ccccc12)C,6
*C(C*)C(=O)OCCCn1c2ccccc2c2ccccc12,83
*C(C*)C(=O)OCCCCCn1c2ccccc2c2ccccc12,53
*C(C*)C(=O)OCCCCCCn1c2ccccc2c2ccccc12,48
*C(C*)C(=O)OCCCCCCCCCCCn1c2ccccc2c2ccccc12,15
*C(C*)C(=O)OCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(CCCCCC)C,50
*C(C*)C(=O)OCCCCn1c2ccccc2c2ccccc12,68
*C(C*)C(=O)OCCCCCCCCn1c2ccccc2c2ccccc12,12
*C(C*)(C(=O)OCCCCCCOc1c(cc(cc1)C(=O)Oc1ccc(cc1)OC)OC)C,49
*C(C*)(C(=O)OCCc1ccc(cc1)N=Nc1ccc(cc1)OC(F)(F)F)C,209.5
*C(C*)(C(=O)OCCCc1ccc(cc1)N=Nc1ccc(cc1)OC(F)(F)F)C,211.5
*C(C*)(C(=O)OCCCCc1ccc(cc1)N=Nc1ccc(cc1)OC(F)(F)F)C,203.5
*C(C*)(C(=O)OCCCCCc1ccc(cc1)N=Nc1ccc(cc1)OC(F)(F)F)C,202.5
*C(C*)(C(=O)OCCCCCCc1ccc(cc1)N=Nc1ccc(cc1)OC(F)(F)F)C,194.5
*C(C*)C(=O)OCCOc1ccc(cc1)C(c1ccc(cc1)OCCO)(C)C,22
*C(C*)(C(=O)Oc1cc2c(CCC2)cc1)C,104.25
*C(C*)(C(=O)Oc1cc(c(cc1)C(=O)c1ccccc1)O)C,150
*C(C*)(C(=O)OCCOCCOC)C,-35.25
*C(C*)C(=O)OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,48
*C(C*)C(=O)Nc1ccccc1,160
*C(C*)(C(=O)Oc1ccc(cc1)C(=O)Oc1ccccc1)C,99
*C(C*)(C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)C)C,98
*C(C*)(C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)OC)C,77
*C(C*)(C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)c1ccccc1)C,100
*C(C*)(C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)Oc1ccccc1)C,74
*C(C*)(C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)c1ccccc1)C,72
*C(C*)(C(=O)OCCCCCCCC/C=C\CCCCCCCC)C,-40
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C)C,44
*C(C*)(C(=O)OC1C(CCC(C1)C)C(C)C)C,147
*C(C*)(C(=O)OCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OC)C,57
*C(C*)(C(=O)OCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OC)C,38
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OC)C,38
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OC)C,21
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC)C,36
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCC)C,16
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCC)C,-1
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)OC)C,57
*C(C*)(C(=O)OCCCCCCOc1ccc(cc1)OC(=O)c1cc(c(cc1)OC)Br)C,51
*C(C*)(C(=O)OCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC)C,51
*C(C*)(C(=O)OCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCC)C,34
*C(C*)(C(=O)OCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCC)C,10
*C(C*)(C(=O)OCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)OC)C,77
*C(C*)(C(=O)OCCCCOc1ccc(cc1)OC(=O)c1cc(c(cc1)OC)Br)C,69
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCC)C,31
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCC)C,41
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCC)C,12
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)OC)C,57
*C(C*)(C(=O)OCCCCCCCCCCOc1ccc(cc1)OC(=O)c1cc(c(cc1)OC)Br)C,29
